生產日期,機台號,班別,產能,OEE,良率
2022/9/1,h04,D,1277,51.2,87
2022/9/1,h04,D,1277,51.2,87
2022/9/1,h04,N,2195,88,94.1
2022/9/1,h04,N,2195,88,94.1
2022/9/1,h05,D,577,23.1,94.3
2022/9/1,h05,D,577,23.1,94.3
2022/9/1,h05,N,1097,44,98.3
2022/9/1,h05,N,1097,44,98.3
2022/9/1,h06,D,2038,82.7,92.8
2022/9/1,h06,D,2038,82.7,92.8
2022/9/1,h06,N,0,0,0
2022/9/1,h06,N,0,0,0
2022/9/1,h09,D,1535,61.6,90.7
2022/9/1,h09,D,1535,61.6,90.7
2022/9/1,h09,N,1868,74.9,90.8
2022/9/1,h09,N,1868,74.9,90.8
2022/9/1,h11,D,2433,97.6,97.8
2022/9/1,h11,D,2433,97.6,97.8
2022/9/1,h11,N,2315,92.8,96.3
2022/9/1,h11,N,2315,92.8,96.3
2022/9/1,h12,D,1583,63.5,89.4
2022/9/1,h12,D,1583,63.5,89.4
2022/9/1,h12,N,1708,68.5,97.2
2022/9/1,h12,N,1708,68.5,97.2
2022/9/1,h13,D,610,24.5,96.4
2022/9/1,h13,D,610,24.5,96.4
2022/9/1,h13,N,2502,100.3,97.4
2022/9/1,h13,N,2502,100.3,97.4
2022/9/1,h14,D,2291,91.9,94
2022/9/1,h14,D,2291,91.9,94
2022/9/1,h14,N,2484,99.6,97
2022/9/1,h14,N,2484,99.6,97
2022/9/1,h16,D,2360,94.6,94.4
2022/9/1,h16,D,2360,94.6,94.4
2022/9/1,h16,N,2432,97.5,94.3
2022/9/1,h16,N,2432,97.5,94.3
2022/9/2,h04,D,2468,99,97.9
2022/9/2,h04,D,2468,99,97.9
2022/9/2,h04,N,0,0,0
2022/9/2,h04,N,0,0,0
2022/9/2,h05,D,2480,99.5,97.8
2022/9/2,h05,D,2480,99.5,97.8
2022/9/2,h05,N,0,0,0
2022/9/2,h05,N,0,0,0
2022/9/2,h06,D,1754,71.2,88.5
2022/9/2,h06,D,1754,71.2,88.5
2022/9/2,h06,N,0,0,0
2022/9/2,h06,N,0,0,0
2022/9/2,h09,D,2329,93.4,90.3
2022/9/2,h09,D,2329,93.4,90.3
2022/9/2,h09,N,0,0,0
2022/9/2,h09,N,0,0,0
2022/9/2,h11,D,2378,95.4,93.2
2022/9/2,h11,D,2378,95.4,93.2
2022/9/2,h11,N,0,0,0
2022/9/2,h11,N,0,0,0
2022/9/2,h12,D,2560,102.7,96.9
2022/9/2,h12,D,2560,102.7,96.9
2022/9/2,h12,N,0,0,0
2022/9/2,h12,N,0,0,0
2022/9/2,h13,D,2613,104.8,97.1
2022/9/2,h13,D,2613,104.8,97.1
2022/9/2,h13,N,0,0,0
2022/9/2,h13,N,0,0,0
2022/9/2,h14,D,2503,100.4,95.3
2022/9/2,h14,D,2503,100.4,95.3
2022/9/2,h14,N,2456,98.5,94.5
2022/9/2,h14,N,2456,98.5,94.5
2022/9/2,h16,D,2544,102,96.1
2022/9/2,h16,D,2544,102,96.1
2022/9/2,h16,N,0,0,0
2022/9/2,h16,N,0,0,0
2022/9/3,h04,D,2039,81.8,94.9
2022/9/3,h04,D,2039,81.8,94.9
2022/9/3,h04,N,0,0,0
2022/9/3,h04,N,0,0,0
2022/9/3,h05,D,2285,91.6,94.4
2022/9/3,h05,D,2285,91.6,94.4
2022/9/3,h05,N,0,0,0
2022/9/3,h05,N,0,0,0
2022/9/3,h06,D,1991,80.8,92
2022/9/3,h06,D,1991,80.8,92
2022/9/3,h06,N,0,0,0
2022/9/3,h06,N,0,0,0
2022/9/3,h09,D,1694,67.9,90.3
2022/9/3,h09,D,1694,67.9,90.3
2022/9/3,h09,N,0,0,0
2022/9/3,h09,N,0,0,0
2022/9/3,h11,D,1461,58.6,89.8
2022/9/3,h11,D,1461,58.6,89.8
2022/9/3,h11,N,0,0,0
2022/9/3,h11,N,0,0,0
2022/9/3,h12,D,2109,84.6,95
2022/9/3,h12,D,2109,84.6,95
2022/9/3,h12,N,0,0,0
2022/9/3,h12,N,0,0,0
2022/9/3,h13,D,1967,78.9,95.7
2022/9/3,h13,D,1967,78.9,95.7
2022/9/3,h13,N,0,0,0
2022/9/3,h13,N,0,0,0
2022/9/3,h14,D,2283,91.6,96.2
2022/9/3,h14,D,2283,91.6,96.2
2022/9/3,h14,N,0,0,0
2022/9/3,h14,N,0,0,0
2022/9/3,h16,D,2050,82.2,94.6
2022/9/3,h16,D,2050,82.2,94.6
2022/9/3,h16,N,55,2.2,84.6
2022/9/3,h16,N,55,2.2,84.6
2022/9/4,h04,D,0,0,0
2022/9/4,h04,D,0,0,0
2022/9/4,h04,N,0,0,0
2022/9/4,h04,N,0,0,0
2022/9/4,h05,D,0,0,0
2022/9/4,h05,D,0,0,0
2022/9/4,h05,N,0,0,0
2022/9/4,h05,N,0,0,0
2022/9/4,h06,D,0,0,0
2022/9/4,h06,D,0,0,0
2022/9/4,h06,N,0,0,0
2022/9/4,h06,N,0,0,0
2022/9/4,h09,D,0,0,0
2022/9/4,h09,D,0,0,0
2022/9/4,h09,N,1911,76.6,88.8
2022/9/4,h09,N,1911,76.6,88.8
2022/9/4,h11,D,0,0,0
2022/9/4,h11,D,0,0,0
2022/9/4,h11,N,2178,87.3,87.3
2022/9/4,h11,N,2178,87.3,87.3
2022/9/4,h12,D,0,0,0
2022/9/4,h12,D,0,0,0
2022/9/4,h12,N,0,0,0
2022/9/4,h12,N,0,0,0
2022/9/4,h13,D,0,0,0
2022/9/4,h13,D,0,0,0
2022/9/4,h13,N,0,0,0
2022/9/4,h13,N,0,0,0
2022/9/4,h14,D,0,0,0
2022/9/4,h14,D,0,0,0
2022/9/4,h14,N,2485,99.7,97.7
2022/9/4,h14,N,2485,99.7,97.7
2022/9/4,h16,D,0,0,0
2022/9/4,h16,D,0,0,0
2022/9/4,h16,N,2132,85.5,96.2
2022/9/4,h16,N,2132,85.5,96.2
2022/9/5,h04,D,0,0,0
2022/9/5,h04,D,0,0,0
2022/9/5,h04,N,0,0,0
2022/9/5,h04,N,0,0,0
2022/9/5,h05,D,0,0,0
2022/9/5,h05,D,0,0,0
2022/9/5,h05,N,0,0,0
2022/9/5,h05,N,0,0,0
2022/9/5,h06,D,1819,73.8,90.1
2022/9/5,h06,D,1819,73.8,90.1
2022/9/5,h06,N,2177,88.3,92.4
2022/9/5,h06,N,2177,88.3,92.4
2022/9/5,h09,D,2193,87.9,86.8
2022/9/5,h09,D,2193,87.9,86.8
2022/9/5,h09,N,0,0,0
2022/9/5,h09,N,0,0,0
2022/9/5,h11,D,1898,76.1,93.6
2022/9/5,h11,D,1898,76.1,93.6
2022/9/5,h11,N,0,0,0
2022/9/5,h11,N,0,0,0
2022/9/5,h12,D,0,0,0
2022/9/5,h12,D,0,0,0
2022/9/5,h12,N,0,0,0
2022/9/5,h12,N,0,0,0
2022/9/5,h13,D,0,0,0
2022/9/5,h13,D,0,0,0
2022/9/5,h13,N,0,0,0
2022/9/5,h13,N,0,0,0
2022/9/5,h14,D,2508,100.6,98.1
2022/9/5,h14,D,2508,100.6,98.1
2022/9/5,h14,N,0,0,0
2022/9/5,h14,N,0,0,0
2022/9/5,h16,D,2448,98.2,97.5
2022/9/5,h16,D,2448,98.2,97.5
2022/9/5,h16,N,0,0,0
2022/9/5,h16,N,0,0,0
2022/9/6,h04,D,1711,68.6,96.9
2022/9/6,h04,D,1711,68.6,96.9
2022/9/6,h04,N,0,0,0
2022/9/6,h04,N,0,0,0
2022/9/6,h05,D,1854,74.3,95.4
2022/9/6,h05,D,1854,74.3,95.4
2022/9/6,h05,N,0,0,0
2022/9/6,h05,N,0,0,0
2022/9/6,h06,D,1684,68.3,84.5
2022/9/6,h06,D,1684,68.3,84.5
2022/9/6,h06,N,2095,85,93.8
2022/9/6,h06,N,2095,85,93.8
2022/9/6,h09,D,1776,71.2,92.9
2022/9/6,h09,D,1776,71.2,92.9
2022/9/6,h09,N,0,0,0
2022/9/6,h09,N,0,0,0
2022/9/6,h11,D,1590,63.8,94.6
2022/9/6,h11,D,1590,63.8,94.6
2022/9/6,h11,N,0,0,0
2022/9/6,h11,N,0,0,0
2022/9/6,h12,D,1743,69.9,97.3
2022/9/6,h12,D,1743,69.9,97.3
2022/9/6,h12,N,0,0,0
2022/9/6,h12,N,0,0,0
2022/9/6,h13,D,1497,60,93.3
2022/9/6,h13,D,1497,60,93.3
2022/9/6,h13,N,0,0,0
2022/9/6,h13,N,0,0,0
2022/9/6,h14,D,2240,89.8,98.6
2022/9/6,h14,D,2240,89.8,98.6
2022/9/6,h14,N,0,0,0
2022/9/6,h14,N,0,0,0
2022/9/6,h16,D,2245,90,95.4
2022/9/6,h16,D,2245,90,95.4
2022/9/6,h16,N,0,0,0
2022/9/6,h16,N,0,0,0
2022/9/7,h04,D,2257,90.5,96
2022/9/7,h04,D,2257,90.5,96
2022/9/7,h04,N,2476,99.3,94.1
2022/9/7,h04,N,2476,99.3,94.1
2022/9/7,h05,D,1963,78.7,92.6
2022/9/7,h05,D,1963,78.7,92.6
2022/9/7,h05,N,2366,94.9,94.8
2022/9/7,h05,N,2366,94.9,94.8
2022/9/7,h06,D,2012,81.6,86.3
2022/9/7,h06,D,2012,81.6,86.3
2022/9/7,h06,N,2082,84.5,89.6
2022/9/7,h06,N,2082,84.5,89.6
2022/9/7,h09,D,1875,75.2,95.9
2022/9/7,h09,D,1875,75.2,95.9
2022/9/7,h09,N,1375,55.1,96.3
2022/9/7,h09,N,1375,55.1,96.3
2022/9/7,h11,D,2147,86.1,94.3
2022/9/7,h11,D,2147,86.1,94.3
2022/9/7,h11,N,2562,102.7,96.2
2022/9/7,h11,N,2562,102.7,96.2
2022/9/7,h12,D,2243,89.9,96.6
2022/9/7,h12,D,2243,89.9,96.6
2022/9/7,h12,N,2419,97,96.5
2022/9/7,h12,N,2419,97,96.5
2022/9/7,h13,D,2031,81.4,89.2
2022/9/7,h13,D,2031,81.4,89.2
2022/9/7,h13,N,2404,96.4,95.3
2022/9/7,h13,N,2404,96.4,95.3
2022/9/7,h14,D,2472,99.1,98.3
2022/9/7,h14,D,2472,99.1,98.3
2022/9/7,h14,N,2735,109.7,98.7
2022/9/7,h14,N,2735,109.7,98.7
2022/9/7,h16,D,1901,76.2,96.7
2022/9/7,h16,D,1901,76.2,96.7
2022/9/7,h16,N,2457,98.5,95.6
2022/9/7,h16,N,2457,98.5,95.6
2022/9/8,h04,D,1618,64.9,95.7
2022/9/8,h04,D,1618,64.9,95.7
2022/9/8,h04,N,0,0,0
2022/9/8,h04,N,0,0,0
2022/9/8,h05,D,2126,85.3,92.7
2022/9/8,h05,D,2126,85.3,92.7
2022/9/8,h05,N,0,0,0
2022/9/8,h05,N,0,0,0
2022/9/8,h06,D,1718,69.7,85.3
2022/9/8,h06,D,1718,69.7,85.3
2022/9/8,h06,N,1541,62.5,82.9
2022/9/8,h06,N,1541,62.5,82.9
2022/9/8,h09,D,2642,105.9,97.5
2022/9/8,h09,D,2642,105.9,97.5
2022/9/8,h09,N,0,0,0
2022/9/8,h09,N,0,0,0
2022/9/8,h11,D,2310,92.6,95.7
2022/9/8,h11,D,2310,92.6,95.7
2022/9/8,h11,N,0,0,0
2022/9/8,h11,N,0,0,0
2022/9/8,h12,D,2234,89.6,97.3
2022/9/8,h12,D,2234,89.6,97.3
2022/9/8,h12,N,0,0,0
2022/9/8,h12,N,0,0,0
2022/9/8,h13,D,2235,89.6,95.2
2022/9/8,h13,D,2235,89.6,95.2
2022/9/8,h13,N,0,0,0
2022/9/8,h13,N,0,0,0
2022/9/8,h14,D,2621,105.1,98.7
2022/9/8,h14,D,2621,105.1,98.7
2022/9/8,h14,N,2385,95.6,98.7
2022/9/8,h14,N,2385,95.6,98.7
2022/9/8,h16,D,2126,85.3,95.3
2022/9/8,h16,D,2126,85.3,95.3
2022/9/8,h16,N,0,0,0
2022/9/8,h16,N,0,0,0
2022/9/9,h04,D,0,0,0
2022/9/9,h04,D,0,0,0
2022/9/9,h04,N,2088,83.7,98.1
2022/9/9,h04,N,2088,83.7,98.1
2022/9/9,h05,D,0,0,0
2022/9/9,h05,D,0,0,0
2022/9/9,h05,N,2037,81.7,95.9
2022/9/9,h05,N,2037,81.7,95.9
2022/9/9,h06,D,2078,84.3,82.7
2022/9/9,h06,D,2078,84.3,82.7
2022/9/9,h06,N,1712,69.4,71
2022/9/9,h06,N,1712,69.4,71
2022/9/9,h09,D,2332,93.5,97.4
2022/9/9,h09,D,2332,93.5,97.4
2022/9/9,h09,N,2157,86.5,94.3
2022/9/9,h09,N,2157,86.5,94.3
2022/9/9,h11,D,2419,97,98.1
2022/9/9,h11,D,2419,97,98.1
2022/9/9,h11,N,2212,88.7,97.4
2022/9/9,h11,N,2212,88.7,97.4
2022/9/9,h12,D,0,0,0
2022/9/9,h12,D,0,0,0
2022/9/9,h12,N,2198,88.1,96.6
2022/9/9,h12,N,2198,88.1,96.6
2022/9/9,h13,D,0,0,0
2022/9/9,h13,D,0,0,0
2022/9/9,h13,N,2110,84.6,97.5
2022/9/9,h13,N,2110,84.6,97.5
2022/9/9,h14,D,2730,109.5,98.4
2022/9/9,h14,D,2730,109.5,98.4
2022/9/9,h14,N,2738,109.8,98.3
2022/9/9,h14,N,2738,109.8,98.3
2022/9/9,h16,D,2436,97.7,97.6
2022/9/9,h16,D,2436,97.7,97.6
2022/9/9,h16,N,2615,104.9,97.5
2022/9/9,h16,N,2615,104.9,97.5
2022/9/10,h04,D,165,6.6,98.8
2022/9/10,h04,D,165,6.6,98.8
2022/9/10,h04,N,0,0,0
2022/9/10,h04,N,0,0,0
2022/9/10,h05,D,160,6.4,95.8
2022/9/10,h05,D,160,6.4,95.8
2022/9/10,h05,N,0,0,0
2022/9/10,h05,N,0,0,0
2022/9/10,h06,D,1406,57,71
2022/9/10,h06,D,1406,57,71
2022/9/10,h06,N,1946,78.9,81.9
2022/9/10,h06,N,1946,78.9,81.9
2022/9/10,h09,D,986,39.5,91.6
2022/9/10,h09,D,986,39.5,91.6
2022/9/10,h09,N,1975,79.2,91.5
2022/9/10,h09,N,1975,79.2,91.5
2022/9/10,h11,D,2473,99.2,97.8
2022/9/10,h11,D,2473,99.2,97.8
2022/9/10,h11,N,2745,110.1,98.1
2022/9/10,h11,N,2745,110.1,98.1
2022/9/10,h12,D,170,6.8,98.3
2022/9/10,h12,D,170,6.8,98.3
2022/9/10,h12,N,0,0,0
2022/9/10,h12,N,0,0,0
2022/9/10,h13,D,122,4.9,99.2
2022/9/10,h13,D,122,4.9,99.2
2022/9/10,h13,N,0,0,0
2022/9/10,h13,N,0,0,0
2022/9/10,h14,D,2494,100,98.4
2022/9/10,h14,D,2494,100,98.4
2022/9/10,h14,N,2446,98.1,98.3
2022/9/10,h14,N,2446,98.1,98.3
2022/9/10,h16,D,2692,108,98.4
2022/9/10,h16,D,2692,108,98.4
2022/9/10,h16,N,2771,111.1,98.6
2022/9/10,h16,N,2771,111.1,98.6
2022/9/11,h04,D,0,0,0
2022/9/11,h04,D,0,0,0
2022/9/11,h04,N,2463,98.8,98.2
2022/9/11,h04,N,2463,98.8,98.2
2022/9/11,h05,D,0,0,0
2022/9/11,h05,D,0,0,0
2022/9/11,h05,N,2175,87.2,94.8
2022/9/11,h05,N,2175,87.2,94.8
2022/9/11,h06,D,2098,85.1,89.1
2022/9/11,h06,D,2098,85.1,89.1
2022/9/11,h06,N,1801,73.1,90.4
2022/9/11,h06,N,1801,73.1,90.4
2022/9/11,h09,D,1834,73.5,93.5
2022/9/11,h09,D,1834,73.5,93.5
2022/9/11,h09,N,2575,103.3,97.4
2022/9/11,h09,N,2575,103.3,97.4
2022/9/11,h11,D,2419,97,98.5
2022/9/11,h11,D,2419,97,98.5
2022/9/11,h11,N,2749,110.2,96.7
2022/9/11,h11,N,2749,110.2,96.7
2022/9/11,h12,D,0,0,0
2022/9/11,h12,D,0,0,0
2022/9/11,h12,N,2435,97.6,97.1
2022/9/11,h12,N,2435,97.6,97.1
2022/9/11,h13,D,0,0,0
2022/9/11,h13,D,0,0,0
2022/9/11,h13,N,2617,104.9,98.1
2022/9/11,h13,N,2617,104.9,98.1
2022/9/11,h14,D,2362,94.7,96.9
2022/9/11,h14,D,2362,94.7,96.9
2022/9/11,h14,N,2673,107.2,92.8
2022/9/11,h14,N,2673,107.2,92.8
2022/9/11,h16,D,2506,100.5,96.6
2022/9/11,h16,D,2506,100.5,96.6
2022/9/11,h16,N,2668,107,95.6
2022/9/11,h16,N,2668,107,95.6
2022/9/12,h04,D,2528,101.4,98
2022/9/12,h04,D,2528,101.4,98
2022/9/12,h04,N,0,0,0
2022/9/12,h04,N,0,0,0
2022/9/12,h05,D,2156,86.5,97.8
2022/9/12,h05,D,2156,86.5,97.8
2022/9/12,h05,N,3,0.1,75
2022/9/12,h05,N,3,0.1,75
2022/9/12,h06,D,2214,89.8,89.1
2022/9/12,h06,D,2214,89.8,89.1
2022/9/12,h06,N,2039,82.7,89
2022/9/12,h06,N,2039,82.7,89
2022/9/12,h09,D,2199,88.2,95.5
2022/9/12,h09,D,2199,88.2,95.5
2022/9/12,h09,N,0,0,0
2022/9/12,h09,N,0,0,0
2022/9/12,h11,D,2662,106.8,97.2
2022/9/12,h11,D,2662,106.8,97.2
2022/9/12,h11,N,0,0,0
2022/9/12,h11,N,0,0,0
2022/9/12,h12,D,2498,100.2,97.7
2022/9/12,h12,D,2498,100.2,97.7
2022/9/12,h12,N,0,0,0
2022/9/12,h12,N,0,0,0
2022/9/12,h13,D,2649,106.2,98.3
2022/9/12,h13,D,2649,106.2,98.3
2022/9/12,h13,N,0,0,0
2022/9/12,h13,N,0,0,0
2022/9/12,h14,D,2482,99.5,97.1
2022/9/12,h14,D,2482,99.5,97.1
2022/9/12,h14,N,0,0,0
2022/9/12,h14,N,0,0,0
2022/9/12,h16,D,2687,107.8,97.6
2022/9/12,h16,D,2687,107.8,97.6
2022/9/12,h16,N,0,0,0
2022/9/12,h16,N,0,0,0
2022/9/13,h04,D,2306,92.5,95.5
2022/9/13,h04,D,2306,92.5,95.5
2022/9/13,h04,N,2630,105.5,95.5
2022/9/13,h04,N,2630,105.5,95.5
2022/9/13,h05,D,2305,92.4,97.7
2022/9/13,h05,D,2305,92.4,97.7
2022/9/13,h05,N,1030,41.3,95.8
2022/9/13,h05,N,1030,41.3,95.8
2022/9/13,h06,D,1160,47.1,80.4
2022/9/13,h06,D,1160,47.1,80.4
2022/9/13,h06,N,2049,83.1,81.5
2022/9/13,h06,N,2049,83.1,81.5
2022/9/13,h09,D,2162,86.7,94.1
2022/9/13,h09,D,2162,86.7,94.1
2022/9/13,h09,N,2581,103.5,95
2022/9/13,h09,N,2581,103.5,95
2022/9/13,h11,D,2116,84.9,94.4
2022/9/13,h11,D,2116,84.9,94.4
2022/9/13,h11,N,2508,100.6,96.6
2022/9/13,h11,N,2508,100.6,96.6
2022/9/13,h12,D,2284,91.6,96.4
2022/9/13,h12,D,2284,91.6,96.4
2022/9/13,h12,N,2535,101.7,98.6
2022/9/13,h12,N,2535,101.7,98.6
2022/9/13,h13,D,2382,95.5,97
2022/9/13,h13,D,2382,95.5,97
2022/9/13,h13,N,2829,113.4,98.2
2022/9/13,h13,N,2829,113.4,98.2
2022/9/13,h14,D,2319,93,93.7
2022/9/13,h14,D,2319,93,93.7
2022/9/13,h14,N,1870,75,97.7
2022/9/13,h14,N,1870,75,97.7
2022/9/13,h16,D,2310,92.6,95.5
2022/9/13,h16,D,2310,92.6,95.5
2022/9/13,h16,N,2688,107.8,97.1
2022/9/13,h16,N,2688,107.8,97.1
2022/9/14,h04,D,2322,93.1,95.7
2022/9/14,h04,D,2322,93.1,95.7
2022/9/14,h04,N,0,0,0
2022/9/14,h04,N,0,0,0
2022/9/14,h05,D,2533,101.6,98
2022/9/14,h05,D,2533,101.6,98
2022/9/14,h05,N,0,0,0
2022/9/14,h05,N,0,0,0
2022/9/14,h06,D,1803,73.1,86.1
2022/9/14,h06,D,1803,73.1,86.1
2022/9/14,h06,N,1797,72.9,89.3
2022/9/14,h06,N,1797,72.9,89.3
2022/9/14,h09,D,2514,100.8,94.9
2022/9/14,h09,D,2514,100.8,94.9
2022/9/14,h09,N,0,0,0
2022/9/14,h09,N,0,0,0
2022/9/14,h11,D,2261,90.7,94.5
2022/9/14,h11,D,2261,90.7,94.5
2022/9/14,h11,N,0,0,0
2022/9/14,h11,N,0,0,0
2022/9/14,h12,D,2402,96.3,97.6
2022/9/14,h12,D,2402,96.3,97.6
2022/9/14,h12,N,0,0,0
2022/9/14,h12,N,0,0,0
2022/9/14,h13,D,2735,109.7,98
2022/9/14,h13,D,2735,109.7,98
2022/9/14,h13,N,0,0,0
2022/9/14,h13,N,0,0,0
2022/9/14,h14,D,116,4.7,50.4
2022/9/14,h14,D,116,4.7,50.4
2022/9/14,h14,N,612,24.5,67.5
2022/9/14,h14,N,612,24.5,67.5
2022/9/14,h16,D,2455,98.5,95.6
2022/9/14,h16,D,2455,98.5,95.6
2022/9/14,h16,N,0,0,0
2022/9/14,h16,N,0,0,0
2022/9/15,h04,D,2310,92.6,95.2
2022/9/15,h04,D,2310,92.6,95.2
2022/9/15,h04,N,0,0,0
2022/9/15,h04,N,0,0,0
2022/9/15,h05,D,2496,100.1,97.7
2022/9/15,h05,D,2496,100.1,97.7
2022/9/15,h05,N,0,0,0
2022/9/15,h05,N,0,0,0
2022/9/15,h06,D,1958,79.4,89
2022/9/15,h06,D,1958,79.4,89
2022/9/15,h06,N,2268,92,91.6
2022/9/15,h06,N,2268,92,91.6
2022/9/15,h09,D,2261,90.7,95.9
2022/9/15,h09,D,2261,90.7,95.9
2022/9/15,h09,N,2659,106.6,97.2
2022/9/15,h09,N,2659,106.6,97.2
2022/9/15,h11,D,1699,68.1,95.3
2022/9/15,h11,D,1699,68.1,95.3
2022/9/15,h11,N,2427,97.3,96
2022/9/15,h11,N,2427,97.3,96
2022/9/15,h12,D,2570,103.1,98.8
2022/9/15,h12,D,2570,103.1,98.8
2022/9/15,h12,N,0,0,0
2022/9/15,h12,N,0,0,0
2022/9/15,h13,D,2561,102.7,97.6
2022/9/15,h13,D,2561,102.7,97.6
2022/9/15,h13,N,0,0,0
2022/9/15,h13,N,0,0,0
2022/9/15,h14,D,791,31.7,60.6
2022/9/15,h14,D,791,31.7,60.6
2022/9/15,h14,N,450,18,61.9
2022/9/15,h14,N,450,18,61.9
2022/9/15,h16,D,2044,82,89.2
2022/9/15,h16,D,2044,82,89.2
2022/9/15,h16,N,2504,100.4,96.9
2022/9/15,h16,N,2504,100.4,96.9
2022/9/16,h04,D,2257,90.5,95
2022/9/16,h04,D,2257,90.5,95
2022/9/16,h04,N,0,0,0
2022/9/16,h04,N,0,0,0
2022/9/16,h05,D,2513,100.8,98.9
2022/9/16,h05,D,2513,100.8,98.9
2022/9/16,h05,N,0,0,0
2022/9/16,h05,N,0,0,0
2022/9/16,h06,D,2384,96.7,94.8
2022/9/16,h06,D,2384,96.7,94.8
2022/9/16,h06,N,2391,97,95.2
2022/9/16,h06,N,2391,97,95.2
2022/9/16,h09,D,2711,108.7,97.6
2022/9/16,h09,D,2711,108.7,97.6
2022/9/16,h09,N,2713,108.8,98.3
2022/9/16,h09,N,2713,108.8,98.3
2022/9/16,h11,D,2180,87.4,95.6
2022/9/16,h11,D,2180,87.4,95.6
2022/9/16,h11,N,2550,102.3,93.8
2022/9/16,h11,N,2550,102.3,93.8
2022/9/16,h12,D,2465,98.9,97.5
2022/9/16,h12,D,2465,98.9,97.5
2022/9/16,h12,N,0,0,0
2022/9/16,h12,N,0,0,0
2022/9/16,h13,D,2586,103.7,97.4
2022/9/16,h13,D,2586,103.7,97.4
2022/9/16,h13,N,0,0,0
2022/9/16,h13,N,0,0,0
2022/9/16,h14,D,679,27.2,68.9
2022/9/16,h14,D,679,27.2,68.9
2022/9/16,h14,N,449,18,61.4
2022/9/16,h14,N,449,18,61.4
2022/9/16,h16,D,2363,94.8,95.2
2022/9/16,h16,D,2363,94.8,95.2
2022/9/16,h16,N,2613,104.8,97.3
2022/9/16,h16,N,2613,104.8,97.3
2022/9/17,h04,D,2225,89.2,95.7
2022/9/17,h04,D,2225,89.2,95.7
2022/9/17,h04,N,2399,96.2,96.5
2022/9/17,h04,N,2399,96.2,96.5
2022/9/17,h05,D,2388,95.8,98.1
2022/9/17,h05,D,2388,95.8,98.1
2022/9/17,h05,N,2673,107.2,98.6
2022/9/17,h05,N,2673,107.2,98.6
2022/9/17,h06,D,1731,70.2,94.6
2022/9/17,h06,D,1731,70.2,94.6
2022/9/17,h06,N,1216,49.3,95.7
2022/9/17,h06,N,1216,49.3,95.7
2022/9/17,h09,D,2719,109,98
2022/9/17,h09,D,2719,109,98
2022/9/17,h09,N,2687,107.8,96.6
2022/9/17,h09,N,2687,107.8,96.6
2022/9/17,h11,D,2096,84.1,94.2
2022/9/17,h11,D,2096,84.1,94.2
2022/9/17,h11,N,2456,98.5,95.4
2022/9/17,h11,N,2456,98.5,95.4
2022/9/17,h12,D,1667,66.9,96.5
2022/9/17,h12,D,1667,66.9,96.5
2022/9/17,h12,N,2739,109.8,98.4
2022/9/17,h12,N,2739,109.8,98.4
2022/9/17,h13,D,2384,95.6,96.4
2022/9/17,h13,D,2384,95.6,96.4
2022/9/17,h13,N,2640,105.9,97
2022/9/17,h13,N,2640,105.9,97
2022/9/17,h14,D,21,0.8,95.5
2022/9/17,h14,D,21,0.8,95.5
2022/9/17,h14,N,2035,81.6,83.1
2022/9/17,h14,N,2035,81.6,83.1
2022/9/17,h16,D,2031,81.4,97.3
2022/9/17,h16,D,2031,81.4,97.3
2022/9/17,h16,N,2125,85.2,97.7
2022/9/17,h16,N,2125,85.2,97.7
2022/9/18,h04,D,2351,94.3,95.7
2022/9/18,h04,D,2351,94.3,95.7
2022/9/18,h04,N,0,0,0
2022/9/18,h04,N,0,0,0
2022/9/18,h05,D,2720,109.1,98.4
2022/9/18,h05,D,2720,109.1,98.4
2022/9/18,h05,N,0,0,0
2022/9/18,h05,N,0,0,0
2022/9/18,h06,D,941,38.2,90.5
2022/9/18,h06,D,941,38.2,90.5
2022/9/18,h06,N,2379,96.5,94.2
2022/9/18,h06,N,2379,96.5,94.2
2022/9/18,h09,D,2510,100.7,95.8
2022/9/18,h09,D,2510,100.7,95.8
2022/9/18,h09,N,0,0,0
2022/9/18,h09,N,0,0,0
2022/9/18,h11,D,2386,95.7,97.4
2022/9/18,h11,D,2386,95.7,97.4
2022/9/18,h11,N,0,0,0
2022/9/18,h11,N,0,0,0
2022/9/18,h12,D,2494,100,95.5
2022/9/18,h12,D,2494,100,95.5
2022/9/18,h12,N,0,0,0
2022/9/18,h12,N,0,0,0
2022/9/18,h13,D,2358,94.6,97
2022/9/18,h13,D,2358,94.6,97
2022/9/18,h13,N,0,0,0
2022/9/18,h13,N,0,0,0
2022/9/18,h14,D,1179,47.3,78.5
2022/9/18,h14,D,1179,47.3,78.5
2022/9/18,h14,N,1229,49.3,58.6
2022/9/18,h14,N,1229,49.3,58.6
2022/9/18,h16,D,2353,94.4,96.8
2022/9/18,h16,D,2353,94.4,96.8
2022/9/18,h16,N,0,0,0
2022/9/18,h16,N,0,0,0
2022/9/19,h04,D,2329,93.4,96.7
2022/9/19,h04,D,2329,93.4,96.7
2022/9/19,h04,N,1016,40.7,97.3
2022/9/19,h04,N,1016,40.7,97.3
2022/9/19,h05,D,2453,98.4,97.9
2022/9/19,h05,D,2453,98.4,97.9
2022/9/19,h05,N,1078,43.2,98.2
2022/9/19,h05,N,1078,43.2,98.2
2022/9/19,h06,D,2009,81.5,89.5
2022/9/19,h06,D,2009,81.5,89.5
2022/9/19,h06,N,2171,88.1,89.7
